Controller,Module,Method,Type,MobileEndpoint,MobileStatus,Note,ERP_Path
Ag_column_settings,ag_column_settings,save_column_widths,ACTION,NONE,GAP,"",admin/Ag_column_settings/save_column_widths
Ag_column_settings,ag_column_settings,get_column_widths,VALIDATE,NONE,GAP,"",admin/Ag_column_settings/get_column_widths
Ag_column_settings,ag_column_settings,reset_columns,ACTION,NONE,GAP,"",admin/Ag_column_settings/reset_columns
Ai,ai,text_enhancement,ACTION,NONE,GAP,"",admin/Ai/text_enhancement
Ai_tickets,ai_tickets,summarize_ticket,ACTION,NONE,GAP,"",admin/Ai_tickets/summarize_ticket
Ai_tickets,ai_tickets,suggest_reply,ACTION,NONE,GAP,"",admin/Ai_tickets/suggest_reply
Announcements,announcements,index,LIST,NONE,GAP,"",admin/Announcements/index
Announcements,announcements,announcement,ACTION,NONE,GAP,"",admin/Announcements/announcement
Announcements,announcements,view,DETAIL,NONE,GAP,"",admin/Announcements/view
Announcements,announcements,delete,DELETE,NONE,GAP,"",admin/Announcements/delete
Authentication,authentication,index,LIST,NONE,GAP,"",admin/Authentication/index
Authentication,authentication,admin,ACTION,NONE,GAP,"",admin/Authentication/admin
Authentication,authentication,two_factor,ACTION,NONE,GAP,"",admin/Authentication/two_factor
Authentication,authentication,forgot_password,ACTION,NONE,GAP,"",admin/Authentication/forgot_password
Authentication,authentication,reset_password,ACTION,NONE,GAP,"",admin/Authentication/reset_password
Authentication,authentication,set_password,ACTION,NONE,GAP,"",admin/Authentication/set_password
Authentication,authentication,logout,ACTION,NONE,GAP,"",admin/Authentication/logout
Authentication,authentication,email_exists,ACTION,NONE,GAP,"",admin/Authentication/email_exists
Authentication,authentication,recaptcha,ACTION,NONE,GAP,"",admin/Authentication/recaptcha
Authentication,authentication,get_qr,VALIDATE,NONE,GAP,"",admin/Authentication/get_qr
Auto_update,auto_update,index,LIST,NONE,GAP,"",admin/Auto_update/index
Auto_update,auto_update,database,TAB,NONE,GAP,"",admin/Auto_update/database
Bug,bug,index,LIST,NONE,GAP,"",admin/Bug/index
Bug,bug,bug_table,TAB,NONE,GAP,"",admin/Bug/bug_table
Bug,bug,addbug,ACTION,NONE,GAP,"",admin/Bug/addbug
Bug,bug,bugdisscussion,ACTION,NONE,GAP,"",admin/Bug/bugdisscussion
Bug,bug,file,ACTION,NONE,GAP,"",admin/Bug/file
Bug,bug,get_staff_names_for_mentions,VALIDATE,NONE,GAP,"",admin/Bug/get_staff_names_for_mentions
Bug,bug,get_bug_comments,VALIDATE,NONE,GAP,"",admin/Bug/get_bug_comments
Bug,bug,add_bug_comment,ACTION,NONE,GAP,"",admin/Bug/add_bug_comment
Bug,bug,update_bug_comment,ACTION,NONE,GAP,"",admin/Bug/update_bug_comment
Bug,bug,delete_bug_comment,DELETE,NONE,GAP,"",admin/Bug/delete_bug_comment
Bug,bug,soft_delete,ACTION,NONE,GAP,"",admin/Bug/soft_delete
Clients,customers,index,LIST,customers,YES,"",admin/Clients/index
Clients,customers,table,LIST,customers,YES,"",admin/Clients/table
Clients,customers,all_contacts,LIST,customers,YES,"",admin/Clients/all_contacts
Clients,customers,client,CREATE,POST customers,YES,"Create/Edit customer",admin/Clients/client
Clients,customers,export,EXPORT,customers,GAP,"",admin/Clients/export
Clients,customers,check_duplicate_customer_name,ACTION,customers,GAP,"",admin/Clients/check_duplicate_customer_name
Clients,customers,save_longitude_and_latitude,ACTION,customers,GAP,"",admin/Clients/save_longitude_and_latitude
Clients,customers,form_contact,MODAL,POST contacts,GAP,"Create/Edit contact",admin/Clients/form_contact
Clients,customers,confirm_registration,ACTION,POST customers/{id}/confirm,YES,"Confirm registration",admin/Clients/confirm_registration
Clients,customers,update_file_share_visibility,ACTION,PUT files/{id}/visibility,YES,"File share visibility",admin/Clients/update_file_share_visibility
Clients,customers,delete_contact_profile_image,DELETE,customers,YES,"",admin/Clients/delete_contact_profile_image
Clients,customers,mark_as_active,ACTION,PUT customers/{id}/mark_active,GAP,"Activate customer",admin/Clients/mark_as_active
Clients,customers,consents,TAB,customers,GAP,"",admin/Clients/consents
Clients,customers,update_all_proposal_emails_linked_to_customer,ACTION,customers,GAP,"",admin/Clients/update_all_proposal_emails_linked_to_customer
Clients,customers,assign_admins,ACTION,POST customers/{id}/admins,YES,"Assign admin",admin/Clients/assign_admins
Clients,customers,delete_customer_admin,DELETE,DELETE customers/{id}/admins/{staff_id},YES,"Remove admin",admin/Clients/delete_customer_admin
Clients,customers,delete_contact,DELETE,DELETE contacts/{id},YES,"Delete contact",admin/Clients/delete_contact
Clients,customers,contacts,TAB,customers,GAP,"",admin/Clients/contacts
Clients,customers,upload_attachment,UPLOAD,POST files/upload_bytes,YES,"Upload attachment",admin/Clients/upload_attachment
Clients,customers,add_external_attachment,UPLOAD,POST files/external,YES,"Add external attachment",admin/Clients/add_external_attachment
Clients,customers,delete_attachment,DELETE,DELETE files/{id},YES,"Delete attachment",admin/Clients/delete_attachment
Clients,customers,delete,DELETE,DELETE customers/{id},YES,"Delete customer",admin/Clients/delete
Clients,customers,login_as_client,ACTION,customers,GAP,"",admin/Clients/login_as_client
Clients,customers,get_customer_billing_and_shipping_details,VALIDATE,GET customers/{id}/address,YES,"Billing/shipping",admin/Clients/get_customer_billing_and_shipping_details
Clients,customers,change_contact_status,ACTION,PUT contacts/{id}/status,GAP,"Change contact status",admin/Clients/change_contact_status
Clients,customers,change_client_status,ACTION,PUT customers/{id}/status,GAP,"Change customer status",admin/Clients/change_client_status
Clients,customers,zip_credit_notes,EXPORT,GET customers/{id}/credit_notes/zip,YES,"Download credit notes zip",admin/Clients/zip_credit_notes
Clients,customers,zip_invoices,EXPORT,GET customers/{id}/invoices/zip,YES,"Download invoices zip",admin/Clients/zip_invoices
Clients,customers,zip_estimates,EXPORT,GET customers/{id}/estimates/zip,YES,"Download estimates zip",admin/Clients/zip_estimates
Clients,customers,zip_payments,EXPORT,GET customers/{id}/payments/zip,YES,"Download payments zip",admin/Clients/zip_payments
Clients,customers,import,IMPORT,customers,GAP,"",admin/Clients/import
Clients,customers,groups,ACTION,customers,GAP,"",admin/Clients/groups
Clients,customers,group,ACTION,customers,GAP,"",admin/Clients/group
Clients,customers,delete_group,DELETE,customers,YES,"",admin/Clients/delete_group
Clients,customers,bulk_action,BULK,customers,GAP,"",admin/Clients/bulk_action
Clients,customers,vault_entry_create,ACTION,customers,GAP,"",admin/Clients/vault_entry_create
Clients,customers,vault_entry_update,ACTION,customers,GAP,"",admin/Clients/vault_entry_update
Clients,customers,vault_entry_delete,ACTION,customers,GAP,"",admin/Clients/vault_entry_delete
Clients,customers,vault_encrypt_password,ACTION,customers,GAP,"",admin/Clients/vault_encrypt_password
Clients,customers,get_vault_entry,VALIDATE,customers,GAP,"",admin/Clients/get_vault_entry
Clients,customers,statement_pdf,ACTION,customers,GAP,"",admin/Clients/statement_pdf
Clients,customers,send_statement,ACTION,customers,GAP,"",admin/Clients/send_statement
Clients,customers,statement,ACTION,customers,GAP,"",admin/Clients/statement
ColumnSettings,column_settings,save_column_widths,ACTION,NONE,GAP,"",admin/ColumnSettings/save_column_widths
ColumnSettings,column_settings,get_column_widths,VALIDATE,NONE,GAP,"",admin/ColumnSettings/get_column_widths
Contracts,contracts,index,LIST,contracts,YES,"",admin/Contracts/index
Contracts,contracts,table,LIST,contracts,YES,"",admin/Contracts/table
Contracts,contracts,contract,ACTION,contracts,GAP,"",admin/Contracts/contract
Contracts,contracts,get_template,VALIDATE,contracts,GAP,"",admin/Contracts/get_template
Contracts,contracts,mark_as_signed,ACTION,contracts,YES,"",admin/Contracts/mark_as_signed
Contracts,contracts,unmark_as_signed,ACTION,contracts,YES,"",admin/Contracts/unmark_as_signed
Contracts,contracts,pdf,ACTION,contracts,GAP,"",admin/Contracts/pdf
Contracts,contracts,send_to_email,ACTION,contracts,YES,"",admin/Contracts/send_to_email
Contracts,contracts,add_note,ACTION,contracts,GAP,"",admin/Contracts/add_note
Contracts,contracts,get_notes,VALIDATE,contracts,GAP,"",admin/Contracts/get_notes
Contracts,contracts,clear_signature,ACTION,contracts,YES,"",admin/Contracts/clear_signature
Contracts,contracts,save_contract_data,ACTION,contracts,GAP,"",admin/Contracts/save_contract_data
Contracts,contracts,add_comment,ACTION,contracts,GAP,"",admin/Contracts/add_comment
Contracts,contracts,edit_comment,ACTION,contracts,GAP,"",admin/Contracts/edit_comment
Contracts,contracts,get_comments,VALIDATE,contracts,GAP,"",admin/Contracts/get_comments
Contracts,contracts,remove_comment,ACTION,contracts,GAP,"",admin/Contracts/remove_comment
Contracts,contracts,renew,ACTION,contracts,YES,"",admin/Contracts/renew
Contracts,contracts,delete_renewal,DELETE,contracts,YES,"",admin/Contracts/delete_renewal
Contracts,contracts,copy,ACTION,contracts,GAP,"",admin/Contracts/copy
Contracts,contracts,delete,DELETE,contracts,YES,"",admin/Contracts/delete
Contracts,contracts,type,ACTION,contracts,GAP,"",admin/Contracts/type
Contracts,contracts,types,ACTION,contracts,GAP,"",admin/Contracts/types
Contracts,contracts,delete_contract_type,DELETE,contracts,YES,"",admin/Contracts/delete_contract_type
Contracts,contracts,add_contract_attachment,UPLOAD,contracts,GAP,"",admin/Contracts/add_contract_attachment
Contracts,contracts,add_external_attachment,UPLOAD,contracts,GAP,"",admin/Contracts/add_external_attachment
Contracts,contracts,delete_contract_attachment,DELETE,contracts,YES,"",admin/Contracts/delete_contract_attachment
Credit_notes,credit_notes,index,LIST,credit_notes,YES,"",admin/Credit_notes/index
Credit_notes,credit_notes,list_credit_notes,ACTION,credit_notes,GAP,"",admin/Credit_notes/list_credit_notes
Credit_notes,credit_notes,table,LIST,credit_notes,YES,"",admin/Credit_notes/table
Credit_notes,credit_notes,update_number_settings,ACTION,credit_notes,GAP,"",admin/Credit_notes/update_number_settings
Credit_notes,credit_notes,validate_number,ACTION,credit_notes,GAP,"",admin/Credit_notes/validate_number
Credit_notes,credit_notes,credit_note,ACTION,credit_notes,GAP,"",admin/Credit_notes/credit_note
Credit_notes,credit_notes,apply_credits_to_invoices,ACTION,credit_notes,GAP,"",admin/Credit_notes/apply_credits_to_invoices
Credit_notes,credit_notes,credit_note_from_invoice,ACTION,credit_notes,GAP,"",admin/Credit_notes/credit_note_from_invoice
Credit_notes,credit_notes,refund,ACTION,credit_notes,GAP,"",admin/Credit_notes/refund
Credit_notes,credit_notes,create_refund,ACTION,credit_notes,GAP,"",admin/Credit_notes/create_refund
Credit_notes,credit_notes,edit_refund,ACTION,credit_notes,GAP,"",admin/Credit_notes/edit_refund
Credit_notes,credit_notes,delete_refund,DELETE,credit_notes,YES,"",admin/Credit_notes/delete_refund
Credit_notes,credit_notes,get_credit_note_data_ajax,VALIDATE,credit_notes,GAP,"",admin/Credit_notes/get_credit_note_data_ajax
Credit_notes,credit_notes,mark_open,ACTION,credit_notes,GAP,"",admin/Credit_notes/mark_open
Credit_notes,credit_notes,delete_attachment,DELETE,credit_notes,YES,"",admin/Credit_notes/delete_attachment
Credit_notes,credit_notes,mark_void,ACTION,credit_notes,GAP,"",admin/Credit_notes/mark_void
Credit_notes,credit_notes,send_to_email,ACTION,credit_notes,GAP,"",admin/Credit_notes/send_to_email
Credit_notes,credit_notes,delete_invoice_applied_credit,DELETE,credit_notes,YES,"",admin/Credit_notes/delete_invoice_applied_credit
Credit_notes,credit_notes,delete_credit_note_applied_credit,DELETE,credit_notes,YES,"",admin/Credit_notes/delete_credit_note_applied_credit
Credit_notes,credit_notes,delete,DELETE,credit_notes,YES,"",admin/Credit_notes/delete
Credit_notes,credit_notes,pdf,ACTION,credit_notes,GAP,"",admin/Credit_notes/pdf
Currencies,currencies,index,LIST,NONE,GAP,"",admin/Currencies/index
Currencies,currencies,manage,ACTION,NONE,GAP,"",admin/Currencies/manage
Currencies,currencies,make_base_currency,ACTION,NONE,GAP,"",admin/Currencies/make_base_currency
Currencies,currencies,delete,DELETE,NONE,GAP,"",admin/Currencies/delete
Currencies,currencies,get_currency_symbol,VALIDATE,NONE,GAP,"",admin/Currencies/get_currency_symbol
Custom_controller,custom_controller,start_impersonation,ACTION,NONE,GAP,"",admin/Custom_controller/start_impersonation
Custom_controller,custom_controller,stop_impersonation,ACTION,NONE,GAP,"",admin/Custom_controller/stop_impersonation
Custom_controller,custom_controller,debug_session,ACTION,NONE,GAP,"",admin/Custom_controller/debug_session
Custom_fields,custom_fields,index,LIST,NONE,GAP,"",admin/Custom_fields/index
Custom_fields,custom_fields,field,ACTION,NONE,GAP,"",admin/Custom_fields/field
Custom_fields,custom_fields,delete,DELETE,NONE,GAP,"",admin/Custom_fields/delete
Custom_fields,custom_fields,change_custom_field_status,ACTION,NONE,GAP,"",admin/Custom_fields/change_custom_field_status
Custom_fields,custom_fields,validate_default_date,ACTION,NONE,GAP,"",admin/Custom_fields/validate_default_date
Dashboard,dashboard,index,LIST,NONE,GAP,"",admin/Dashboard/index
Dashboard,dashboard,weekly_payments_statistics,ACTION,NONE,GAP,"",admin/Dashboard/weekly_payments_statistics
Dashboard,dashboard,monthly_payments_statistics,ACTION,NONE,GAP,"",admin/Dashboard/monthly_payments_statistics
Dashboard,dashboard,ticket_widget,ACTION,NONE,GAP,"",admin/Dashboard/ticket_widget
Departments,departments,index,LIST,NONE,GAP,"",admin/Departments/index
Departments,departments,department,ACTION,NONE,GAP,"",admin/Departments/department
Departments,departments,delete,DELETE,NONE,GAP,"",admin/Departments/delete
Departments,departments,email_exists,ACTION,NONE,GAP,"",admin/Departments/email_exists
Departments,departments,folders,ACTION,NONE,GAP,"",admin/Departments/folders
Departments,departments,test_imap_connection,ACTION,NONE,GAP,"",admin/Departments/test_imap_connection
Emails,emails,index,LIST,NONE,GAP,"",admin/Emails/index
Emails,emails,email_template,ACTION,NONE,GAP,"",admin/Emails/email_template
Emails,emails,enable_by_type,ACTION,NONE,GAP,"",admin/Emails/enable_by_type
Emails,emails,disable_by_type,ACTION,NONE,GAP,"",admin/Emails/disable_by_type
Emails,emails,enable,ACTION,NONE,GAP,"",admin/Emails/enable
Emails,emails,disable,ACTION,NONE,GAP,"",admin/Emails/disable
Emails,emails,sent_smtp_test_email,ACTION,NONE,GAP,"",admin/Emails/sent_smtp_test_email
Emails,emails,delete_queued_email,DELETE,NONE,GAP,"",admin/Emails/delete_queued_email
Email_schedule_estimate,email_schedule_estimate,create,CREATE,NONE,GAP,"",admin/Email_schedule_estimate/create
Email_schedule_estimate,email_schedule_estimate,edit,EDIT,NONE,GAP,"",admin/Email_schedule_estimate/edit
Email_schedule_invoice,email_schedule_invoice,create,CREATE,NONE,GAP,"",admin/Email_schedule_invoice/create
Email_schedule_invoice,email_schedule_invoice,edit,EDIT,NONE,GAP,"",admin/Email_schedule_invoice/edit
Estimates,estimates,index,LIST,estimates,YES,"",admin/Estimates/index
Estimates,estimates,list_estimates,ACTION,estimates,GAP,"",admin/Estimates/list_estimates
Estimates,estimates,table,LIST,estimates,YES,"",admin/Estimates/table
Estimates,estimates,estimate,ACTION,estimates,GAP,"",admin/Estimates/estimate
Estimates,estimates,clear_signature,ACTION,estimates,GAP,"",admin/Estimates/clear_signature
Estimates,estimates,update_number_settings,ACTION,estimates,GAP,"",admin/Estimates/update_number_settings
Estimates,estimates,validate_estimate_number,ACTION,estimates,GAP,"",admin/Estimates/validate_estimate_number
Estimates,estimates,delete_attachment,DELETE,estimates,YES,"",admin/Estimates/delete_attachment
Estimates,estimates,get_estimate_data_ajax,VALIDATE,estimates,GAP,"",admin/Estimates/get_estimate_data_ajax
Estimates,estimates,get_estimates_total,VALIDATE,estimates,GAP,"",admin/Estimates/get_estimates_total
Estimates,estimates,add_note,ACTION,estimates,GAP,"",admin/Estimates/add_note
Estimates,estimates,get_notes,VALIDATE,estimates,GAP,"",admin/Estimates/get_notes
Estimates,estimates,mark_action_status,ACTION,estimates,GAP,"",admin/Estimates/mark_action_status
Estimates,estimates,send_expiry_reminder,ACTION,estimates,YES,"",admin/Estimates/send_expiry_reminder
Estimates,estimates,send_to_email,ACTION,estimates,YES,"",admin/Estimates/send_to_email
Estimates,estimates,convert_to_invoice,ACTION,estimates,YES,"",admin/Estimates/convert_to_invoice
Estimates,estimates,copy,ACTION,estimates,GAP,"",admin/Estimates/copy
Estimates,estimates,delete,DELETE,estimates,YES,"",admin/Estimates/delete
Estimates,estimates,clear_acceptance_info,ACTION,estimates,GAP,"",admin/Estimates/clear_acceptance_info
Estimates,estimates,pdf,ACTION,estimates,GAP,"",admin/Estimates/pdf
Estimates,estimates,get_pipeline,VALIDATE,estimates,GAP,"",admin/Estimates/get_pipeline
Estimates,estimates,pipeline_open,ACTION,estimates,GAP,"",admin/Estimates/pipeline_open
Estimates,estimates,update_pipeline,ACTION,estimates,GAP,"",admin/Estimates/update_pipeline
Estimates,estimates,pipeline,ACTION,estimates,GAP,"",admin/Estimates/pipeline
Estimates,estimates,pipeline_load_more,ACTION,estimates,GAP,"",admin/Estimates/pipeline_load_more
Estimates,estimates,set_estimate_pipeline_autoload,ACTION,estimates,GAP,"",admin/Estimates/set_estimate_pipeline_autoload
Estimates,estimates,get_due_date,VALIDATE,estimates,GAP,"",admin/Estimates/get_due_date
Estimate_request,estimate_request,convert,ACTION,NONE,GAP,"",admin/Estimate_request/convert
Estimate_request,estimate_request,update_assigned_staff,ACTION,NONE,GAP,"",admin/Estimate_request/update_assigned_staff
Estimate_request,estimate_request,update_tags,ACTION,NONE,GAP,"",admin/Estimate_request/update_tags
Estimate_request,estimate_request,update_request_status,ACTION,NONE,GAP,"",admin/Estimate_request/update_request_status
Estimate_request,estimate_request,view,DETAIL,NONE,GAP,"",admin/Estimate_request/view
Estimate_request,estimate_request,delete,DELETE,NONE,GAP,"",admin/Estimate_request/delete
Estimate_request,estimate_request,table,LIST,NONE,GAP,"",admin/Estimate_request/table
Estimate_request,estimate_request,statuses,ACTION,NONE,GAP,"",admin/Estimate_request/statuses
Estimate_request,estimate_request,status,ACTION,NONE,GAP,"",admin/Estimate_request/status
Estimate_request,estimate_request,delete_status,DELETE,NONE,GAP,"",admin/Estimate_request/delete_status
Estimate_request,estimate_request,index,LIST,NONE,GAP,"",admin/Estimate_request/index
Estimate_request,estimate_request,save_form_data,ACTION,NONE,GAP,"",admin/Estimate_request/save_form_data
Estimate_request,estimate_request,form,ACTION,NONE,GAP,"",admin/Estimate_request/form
Estimate_request,estimate_request,forms,ACTION,NONE,GAP,"",admin/Estimate_request/forms
Estimate_request,estimate_request,delete_form,DELETE,NONE,GAP,"",admin/Estimate_request/delete_form
Expenses,expenses,index,LIST,expenses,YES,"",admin/Expenses/index
Expenses,expenses,list_expenses,ACTION,expenses,GAP,"",admin/Expenses/list_expenses
Expenses,expenses,table,LIST,expenses,YES,"",admin/Expenses/table
Expenses,expenses,expense,ACTION,expenses,GAP,"",admin/Expenses/expense
Expenses,expenses,import,IMPORT,expenses,GAP,"",admin/Expenses/import
Expenses,expenses,bulk_action,BULK,expenses,GAP,"",admin/Expenses/bulk_action
Expenses,expenses,get_expenses_total,VALIDATE,expenses,GAP,"",admin/Expenses/get_expenses_total
Expenses,expenses,pdf,ACTION,expenses,GAP,"",admin/Expenses/pdf
Expenses,expenses,delete,DELETE,expenses,YES,"",admin/Expenses/delete
Expenses,expenses,copy,ACTION,expenses,YES,"",admin/Expenses/copy
Expenses,expenses,convert_to_invoice,ACTION,expenses,GAP,"",admin/Expenses/convert_to_invoice
Expenses,expenses,get_expense_data_ajax,VALIDATE,expenses,GAP,"",admin/Expenses/get_expense_data_ajax
Expenses,expenses,get_customer_change_data,VALIDATE,expenses,GAP,"",admin/Expenses/get_customer_change_data
Expenses,expenses,categories,ACTION,expenses,GAP,"",admin/Expenses/categories
Expenses,expenses,category,ACTION,expenses,GAP,"",admin/Expenses/category
Expenses,expenses,delete_category,DELETE,expenses,YES,"",admin/Expenses/delete_category
Expenses,expenses,add_expense_attachment,UPLOAD,expenses,GAP,"",admin/Expenses/add_expense_attachment
Expenses,expenses,delete_expense_attachment,DELETE,expenses,YES,"",admin/Expenses/delete_expense_attachment
Feature,feature,index,LIST,NONE,GAP,"",admin/Feature/index
Feature,feature,feature_table,TAB,NONE,GAP,"",admin/Feature/feature_table
Feature,feature,addfeature,ACTION,NONE,GAP,"",admin/Feature/addfeature
Feature,feature,featuredisscussion,ACTION,NONE,GAP,"",admin/Feature/featuredisscussion
Feature,feature,file,ACTION,NONE,GAP,"",admin/Feature/file
Feature,feature,get_staff_names_for_mentions,VALIDATE,NONE,GAP,"",admin/Feature/get_staff_names_for_mentions
Feature,feature,get_feature_comments,VALIDATE,NONE,GAP,"",admin/Feature/get_feature_comments
Feature,feature,add_feature_comment,ACTION,NONE,GAP,"",admin/Feature/add_feature_comment
Feature,feature,update_feature_comment,ACTION,NONE,GAP,"",admin/Feature/update_feature_comment
Feature,feature,delete_feature_comment,DELETE,NONE,GAP,"",admin/Feature/delete_feature_comment
Feature,feature,soft_delete,ACTION,NONE,GAP,"",admin/Feature/soft_delete
Filters,filters,create,CREATE,NONE,GAP,"",admin/Filters/create
Filters,filters,update,EDIT,NONE,GAP,"",admin/Filters/update
Filters,filters,delete,DELETE,NONE,GAP,"",admin/Filters/delete
Filters,filters,get,ACTION,NONE,GAP,"",admin/Filters/get
Filters,filters,mark_as_default,ACTION,NONE,GAP,"",admin/Filters/mark_as_default
Filters,filters,unmark_as_default,ACTION,NONE,GAP,"",admin/Filters/unmark_as_default
Filters,filters,validate_dynamic_date,ACTION,NONE,GAP,"",admin/Filters/validate_dynamic_date
Filters,filters,get_columns,VALIDATE,NONE,GAP,"",admin/Filters/get_columns
Filters,filters,column_values,ACTION,NONE,GAP,"",admin/Filters/column_values
Gdpr,gdpr,index,LIST,NONE,GAP,"",admin/Gdpr/index
Gdpr,gdpr,save,ACTION,NONE,GAP,"",admin/Gdpr/save
Gdpr,gdpr,change_removal_request_status,ACTION,NONE,GAP,"",admin/Gdpr/change_removal_request_status
Gdpr,gdpr,consent_purpose,ACTION,NONE,GAP,"",admin/Gdpr/consent_purpose
Gdpr,gdpr,delete_consent_purpose,DELETE,NONE,GAP,"",admin/Gdpr/delete_consent_purpose
Gdpr,gdpr,enable,ACTION,NONE,GAP,"",admin/Gdpr/enable
Gdpr,gdpr,contact_consent_opt_action,ACTION,NONE,GAP,"",admin/Gdpr/contact_consent_opt_action
Gdpr,gdpr,lead_consent_opt_action,ACTION,NONE,GAP,"",admin/Gdpr/lead_consent_opt_action
Invoices,invoices,index,LIST,invoices,YES,"",admin/Invoices/index
Invoices,invoices,list_invoices,ACTION,invoices,GAP,"",admin/Invoices/list_invoices
Invoices,invoices,recurring,ACTION,invoices,GAP,"",admin/Invoices/recurring
Invoices,invoices,table,LIST,invoices,YES,"",admin/Invoices/table
Invoices,invoices,client_change_data,ACTION,invoices,GAP,"",admin/Invoices/client_change_data
Invoices,invoices,update_number_settings,ACTION,invoices,GAP,"",admin/Invoices/update_number_settings
Invoices,invoices,validate_invoice_number,ACTION,invoices,GAP,"",admin/Invoices/validate_invoice_number
Invoices,invoices,add_note,ACTION,invoices,GAP,"",admin/Invoices/add_note
Invoices,invoices,get_notes,VALIDATE,invoices,GAP,"",admin/Invoices/get_notes
Invoices,invoices,pause_overdue_reminders,ACTION,invoices,GAP,"",admin/Invoices/pause_overdue_reminders
Invoices,invoices,resume_overdue_reminders,ACTION,invoices,GAP,"",admin/Invoices/resume_overdue_reminders
Invoices,invoices,mark_as_cancelled,ACTION,invoices,GAP,"",admin/Invoices/mark_as_cancelled
Invoices,invoices,unmark_as_cancelled,ACTION,invoices,GAP,"",admin/Invoices/unmark_as_cancelled
Invoices,invoices,copy,ACTION,invoices,GAP,"",admin/Invoices/copy
Invoices,invoices,get_merge_data,VALIDATE,invoices,GAP,"",admin/Invoices/get_merge_data
Invoices,invoices,get_bill_expense_data,VALIDATE,invoices,GAP,"",admin/Invoices/get_bill_expense_data
Invoices,invoices,invoice,ACTION,invoices,GAP,"",admin/Invoices/invoice
Invoices,invoices,get_invoice_data_ajax,VALIDATE,invoices,GAP,"",admin/Invoices/get_invoice_data_ajax
Invoices,invoices,apply_credits,ACTION,invoices,GAP,"",admin/Invoices/apply_credits
Invoices,invoices,get_invoices_total,VALIDATE,invoices,GAP,"",admin/Invoices/get_invoices_total
Invoices,invoices,record_invoice_payment_ajax,ACTION,invoices,GAP,"",admin/Invoices/record_invoice_payment_ajax
Invoices,invoices,record_payment,ACTION,invoices,YES,"",admin/Invoices/record_payment
Invoices,invoices,send_to_email,ACTION,invoices,YES,"",admin/Invoices/send_to_email
Invoices,invoices,delete_payment,DELETE,invoices,YES,"",admin/Invoices/delete_payment
Invoices,invoices,delete,DELETE,invoices,YES,"",admin/Invoices/delete
Invoices,invoices,delete_attachment,DELETE,invoices,YES,"",admin/Invoices/delete_attachment
Invoices,invoices,send_overdue_notice,ACTION,invoices,YES,"",admin/Invoices/send_overdue_notice
Invoices,invoices,pdf,ACTION,invoices,GAP,"",admin/Invoices/pdf
Invoices,invoices,mark_as_sent,ACTION,invoices,GAP,"",admin/Invoices/mark_as_sent
Invoices,invoices,get_due_date,VALIDATE,invoices,GAP,"",admin/Invoices/get_due_date
Invoice_items,items,index,LIST,items,YES,"",admin/Invoice_items/index
Invoice_items,items,table,LIST,items,YES,"",admin/Invoice_items/table
Invoice_items,items,manage,ACTION,items,GAP,"",admin/Invoice_items/manage
Invoice_items,items,import,IMPORT,items,GAP,"",admin/Invoice_items/import
Invoice_items,items,add_group,ACTION,items,GAP,"",admin/Invoice_items/add_group
Invoice_items,items,update_group,ACTION,items,GAP,"",admin/Invoice_items/update_group
Invoice_items,items,delete_group,DELETE,items,YES,"",admin/Invoice_items/delete_group
Invoice_items,items,delete,DELETE,items,YES,"",admin/Invoice_items/delete
Invoice_items,items,bulk_action,BULK,items,GAP,"",admin/Invoice_items/bulk_action
Invoice_items,items,search,ACTION,items,GAP,"",admin/Invoice_items/search
Invoice_items,items,get_item_by_id,VALIDATE,items,GAP,"",admin/Invoice_items/get_item_by_id
Invoice_items,items,copy,ACTION,items,GAP,"",admin/Invoice_items/copy
Knowledge_base,knowledge,index,LIST,knowledge_api,YES,"",admin/Knowledge_base/index
Knowledge_base,knowledge,article,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/article
Knowledge_base,knowledge,view,DETAIL,knowledge_api,GAP,"",admin/Knowledge_base/view
Knowledge_base,knowledge,add_kb_answer,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/add_kb_answer
Knowledge_base,knowledge,change_article_status,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/change_article_status
Knowledge_base,knowledge,update_kan_ban,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/update_kan_ban
Knowledge_base,knowledge,change_group_color,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/change_group_color
Knowledge_base,knowledge,delete_article,DELETE,knowledge_api,YES,"",admin/Knowledge_base/delete_article
Knowledge_base,knowledge,manage_groups,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/manage_groups
Knowledge_base,knowledge,group,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/group
Knowledge_base,knowledge,change_group_status,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/change_group_status
Knowledge_base,knowledge,update_groups_order,ACTION,knowledge_api,GAP,"",admin/Knowledge_base/update_groups_order
Knowledge_base,knowledge,delete_group,DELETE,knowledge_api,YES,"",admin/Knowledge_base/delete_group
Knowledge_base,knowledge,get_article_by_id_ajax,VALIDATE,knowledge_api,GAP,"",admin/Knowledge_base/get_article_by_id_ajax
Leads,leads,index,LIST,leads,YES,"",admin/Leads/index
Leads,leads,table,LIST,leads,YES,"",admin/Leads/table
Leads,leads,kanban,ACTION,leads,GAP,"",admin/Leads/kanban
