Controller,Module,Method,Type,MobileEndpoint,MobileStatus,Note,ERP_Path
Outlook,outlook,data_put,ACTION,NONE,GAP,"",admin/Outlook/data_put
Payments,payments,data_get,ACTION,payments,GAP,"",admin/Payments/data_get
Payments,payments,data_search_get,ACTION,payments,GAP,"",admin/Payments/data_search_get
Payments,payments,data_post,ACTION,payments,GAP,"",admin/Payments/data_post
Payments,payments,data_put,ACTION,payments,GAP,"",admin/Payments/data_put
Payments,payments,data_delete,ACTION,payments,GAP,"",admin/Payments/data_delete
Payments,payments,modes_get,ACTION,payments,GAP,"",admin/Payments/modes_get
Priority,priority,data_get,ACTION,NONE,GAP,"",admin/Priority/data_get
Priority,priority,data_search_get,ACTION,NONE,GAP,"",admin/Priority/data_search_get
Priority,priority,data_post,ACTION,NONE,GAP,"",admin/Priority/data_post
Priority,priority,data_delete,ACTION,NONE,GAP,"",admin/Priority/data_delete
Priority,priority,data_put,ACTION,NONE,GAP,"",admin/Priority/data_put
Projects,projects,mark_finished_put,ACTION,projects,YES,"",admin/Projects/mark_finished_put
Projects,projects,mark_on_hold_put,ACTION,projects,YES,"",admin/Projects/mark_on_hold_put
Projects,projects,mark_in_progress_put,ACTION,projects,YES,"",admin/Projects/mark_in_progress_put
Projects,projects,mark_cancelled_put,ACTION,projects,YES,"",admin/Projects/mark_cancelled_put
Projects,projects,data_get,ACTION,projects,GAP,"",admin/Projects/data_get
Projects,projects,count_get,ACTION,projects,GAP,"",admin/Projects/count_get
Projects,projects,data_search_get,ACTION,projects,GAP,"",admin/Projects/data_search_get
Projects,projects,data_post,ACTION,projects,GAP,"",admin/Projects/data_post
Projects,projects,data_delete,ACTION,projects,GAP,"",admin/Projects/data_delete
Projects,projects,data_put,ACTION,projects,GAP,"",admin/Projects/data_put
Proposals,proposals,data_get,ACTION,proposals,GAP,"",admin/Proposals/data_get
Proposals,proposals,data_search_get,ACTION,proposals,GAP,"",admin/Proposals/data_search_get
Proposals,proposals,data_delete,ACTION,proposals,GAP,"",admin/Proposals/data_delete
Proposals,proposals,data_post,ACTION,proposals,GAP,"",admin/Proposals/data_post
Proposals,proposals,data_put,ACTION,proposals,GAP,"",admin/Proposals/data_put
Proposals,proposals,mark_open_put,ACTION,proposals,YES,"",admin/Proposals/mark_open_put
Proposals,proposals,mark_sent_put,ACTION,proposals,YES,"",admin/Proposals/mark_sent_put
Proposals,proposals,mark_declined_put,ACTION,proposals,YES,"",admin/Proposals/mark_declined_put
Proposals,proposals,mark_accepted_put,ACTION,proposals,YES,"",admin/Proposals/mark_accepted_put
Proposals,proposals,mark_revised_put,ACTION,proposals,YES,"",admin/Proposals/mark_revised_put
Proposals,proposals,send_post,ACTION,proposals,YES,"",admin/Proposals/send_post
Proposals,proposals,copy_post,ACTION,proposals,YES,"",admin/Proposals/copy_post
Purchase_api,purchase_api,vendors_get,ACTION,NONE,GAP,"",admin/Purchase_api/vendors_get
Purchase_api,purchase_api,vendors_post,ACTION,NONE,GAP,"",admin/Purchase_api/vendors_post
Purchase_api,purchase_api,vendors_put,ACTION,NONE,GAP,"",admin/Purchase_api/vendors_put
Purchase_api,purchase_api,vendors_delete,ACTION,NONE,GAP,"",admin/Purchase_api/vendors_delete
Purchase_api,purchase_api,vendor_contacts_get,ACTION,NONE,GAP,"",admin/Purchase_api/vendor_contacts_get
Purchase_api,purchase_api,vendor_contacts_post,ACTION,NONE,GAP,"",admin/Purchase_api/vendor_contacts_post
Purchase_api,purchase_api,vendor_contacts_put,ACTION,NONE,GAP,"",admin/Purchase_api/vendor_contacts_put
Purchase_api,purchase_api,vendor_contacts_delete,ACTION,NONE,GAP,"",admin/Purchase_api/vendor_contacts_delete
Purchase_api,purchase_api,requests_get,ACTION,NONE,GAP,"",admin/Purchase_api/requests_get
Purchase_api,purchase_api,requests_post,ACTION,NONE,GAP,"",admin/Purchase_api/requests_post
Purchase_api,purchase_api,requests_put,ACTION,NONE,GAP,"",admin/Purchase_api/requests_put
Purchase_api,purchase_api,requests_delete,ACTION,NONE,GAP,"",admin/Purchase_api/requests_delete
Purchase_api,purchase_api,requests_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/requests_approval_get
Purchase_api,purchase_api,request_items_post,ACTION,NONE,GAP,"",admin/Purchase_api/request_items_post
Purchase_api,purchase_api,request_items_put,ACTION,NONE,GAP,"",admin/Purchase_api/request_items_put
Purchase_api,purchase_api,request_items_delete,ACTION,NONE,GAP,"",admin/Purchase_api/request_items_delete
Purchase_api,purchase_api,orders_get,ACTION,NONE,GAP,"",admin/Purchase_api/orders_get
Purchase_api,purchase_api,orders_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/orders_approval_get
Purchase_api,purchase_api,orders_post,ACTION,NONE,GAP,"",admin/Purchase_api/orders_post
Purchase_api,purchase_api,orders_put,ACTION,NONE,GAP,"",admin/Purchase_api/orders_put
Purchase_api,purchase_api,orders_delete,ACTION,NONE,GAP,"",admin/Purchase_api/orders_delete
Purchase_api,purchase_api,orders_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/orders_approve_post
Purchase_api,purchase_api,orders_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/orders_reject_post
Purchase_api,purchase_api,orders_send_to_supplier_post,ACTION,NONE,GAP,"",admin/Purchase_api/orders_send_to_supplier_post
Purchase_api,purchase_api,orders_mark_received_post,ACTION,NONE,GAP,"",admin/Purchase_api/orders_mark_received_post
Purchase_api,purchase_api,orders_mark_paid_post,ACTION,NONE,GAP,"",admin/Purchase_api/orders_mark_paid_post
Purchase_api,purchase_api,payment_requests_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/payment_requests_approve_post
Purchase_api,purchase_api,payment_requests_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/payment_requests_reject_post
Purchase_api,purchase_api,expense_requests_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/expense_requests_approve_post
Purchase_api,purchase_api,expense_requests_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/expense_requests_reject_post
Purchase_api,purchase_api,requests_publish_post,ACTION,NONE,GAP,"",admin/Purchase_api/requests_publish_post
Purchase_api,purchase_api,requests_close_post,ACTION,NONE,GAP,"",admin/Purchase_api/requests_close_post
Purchase_api,purchase_api,order_items_post,ACTION,NONE,GAP,"",admin/Purchase_api/order_items_post
Purchase_api,purchase_api,order_items_put,ACTION,NONE,GAP,"",admin/Purchase_api/order_items_put
Purchase_api,purchase_api,order_items_delete,ACTION,NONE,GAP,"",admin/Purchase_api/order_items_delete
Purchase_api,purchase_api,stages_get,ACTION,NONE,GAP,"",admin/Purchase_api/stages_get
Purchase_api,purchase_api,statuses_get,ACTION,NONE,GAP,"",admin/Purchase_api/statuses_get
Purchase_api,purchase_api,vendor_categories_get,ACTION,NONE,GAP,"",admin/Purchase_api/vendor_categories_get
Purchase_api,purchase_api,units_get,ACTION,NONE,GAP,"",admin/Purchase_api/units_get
Purchase_api,purchase_api,delivery_notes_get,ACTION,NONE,GAP,"",admin/Purchase_api/delivery_notes_get
Purchase_api,purchase_api,analytics_get,ACTION,NONE,GAP,"",admin/Purchase_api/analytics_get
Purchase_api,purchase_api,quotations_get,ACTION,NONE,GAP,"",admin/Purchase_api/quotations_get
Purchase_api,purchase_api,log_get,ACTION,NONE,GAP,"",admin/Purchase_api/log_get
Purchase_api,purchase_api,completion_certificates_get,ACTION,NONE,GAP,"",admin/Purchase_api/completion_certificates_get
Purchase_api,purchase_api,received_vouchers_get,ACTION,NONE,GAP,"",admin/Purchase_api/received_vouchers_get
Purchase_api,purchase_api,payment_requests_get,ACTION,NONE,GAP,"",admin/Purchase_api/payment_requests_get
Purchase_api,purchase_api,payment_requests_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/payment_requests_approval_get
Purchase_api,purchase_api,expense_requests_get,ACTION,NONE,GAP,"",admin/Purchase_api/expense_requests_get
Purchase_api,purchase_api,expense_requests_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/expense_requests_approval_get
Purchase_api,purchase_api,supplier_contacts_get,ACTION,NONE,GAP,"",admin/Purchase_api/supplier_contacts_get
Purchase_api,purchase_api,supplier_quotations_get,ACTION,NONE,GAP,"",admin/Purchase_api/supplier_quotations_get
Purchase_api,purchase_api,requests_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/requests_approve_post
Purchase_api,purchase_api,requests_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/requests_reject_post
Purchase_api,purchase_api,received_vouchers_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/received_vouchers_approval_get
Purchase_api,purchase_api,received_vouchers_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/received_vouchers_approve_post
Purchase_api,purchase_api,received_vouchers_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/received_vouchers_reject_post
Purchase_api,purchase_api,delivery_notes_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/delivery_notes_approval_get
Purchase_api,purchase_api,delivery_notes_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/delivery_notes_approve_post
Purchase_api,purchase_api,delivery_notes_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/delivery_notes_reject_post
Purchase_api,purchase_api,quotations_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/quotations_approval_get
Purchase_api,purchase_api,quotations_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/quotations_approve_post
Purchase_api,purchase_api,quotations_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/quotations_reject_post
Purchase_api,purchase_api,completion_certificates_approval_get,ACTION,NONE,GAP,"",admin/Purchase_api/completion_certificates_approval_get
Purchase_api,purchase_api,completion_certificates_approve_post,ACTION,NONE,GAP,"",admin/Purchase_api/completion_certificates_approve_post
Purchase_api,purchase_api,completion_certificates_reject_post,ACTION,NONE,GAP,"",admin/Purchase_api/completion_certificates_reject_post
Qc,qc,check_pr_approval,ACTION,NONE,GAP,"",admin/Qc/check_pr_approval
Qc,qc,check_mobile_parity,ACTION,NONE,GAP,"",admin/Qc/check_mobile_parity
Recruitment_api,recruitment_api,candidates_hire_put,ACTION,NONE,GAP,"",admin/Recruitment_api/candidates_hire_put
Recruitment_api,recruitment_api,candidates_reject_put,ACTION,NONE,GAP,"",admin/Recruitment_api/candidates_reject_put
Recruitment_api,recruitment_api,candidates_change_stage_put,ACTION,NONE,GAP,"",admin/Recruitment_api/candidates_change_stage_put
Recruitment_api,recruitment_api,positions_get,ACTION,NONE,GAP,"",admin/Recruitment_api/positions_get
Recruitment_api,recruitment_api,positions_post,ACTION,NONE,GAP,"",admin/Recruitment_api/positions_post
Recruitment_api,recruitment_api,positions_put,ACTION,NONE,GAP,"",admin/Recruitment_api/positions_put
Recruitment_api,recruitment_api,positions_delete,ACTION,NONE,GAP,"",admin/Recruitment_api/positions_delete
Recruitment_api,recruitment_api,proposals_get,ACTION,NONE,GAP,"",admin/Recruitment_api/proposals_get
Recruitment_api,recruitment_api,proposals_post,ACTION,NONE,GAP,"",admin/Recruitment_api/proposals_post
Recruitment_api,recruitment_api,proposals_put,ACTION,NONE,GAP,"",admin/Recruitment_api/proposals_put
Recruitment_api,recruitment_api,proposals_delete,ACTION,NONE,GAP,"",admin/Recruitment_api/proposals_delete
Recruitment_api,recruitment_api,candidates_get,ACTION,NONE,GAP,"",admin/Recruitment_api/candidates_get
Recruitment_api,recruitment_api,candidates_post,ACTION,NONE,GAP,"",admin/Recruitment_api/candidates_post
Recruitment_api,recruitment_api,candidates_put,ACTION,NONE,GAP,"",admin/Recruitment_api/candidates_put
Recruitment_api,recruitment_api,education_post,ACTION,NONE,GAP,"",admin/Recruitment_api/education_post
Recruitment_api,recruitment_api,experience_post,ACTION,NONE,GAP,"",admin/Recruitment_api/experience_post
Recruitment_api,recruitment_api,pipeline_get,ACTION,NONE,GAP,"",admin/Recruitment_api/pipeline_get
Recruitment_api,recruitment_api,analytics_get,ACTION,NONE,GAP,"",admin/Recruitment_api/analytics_get
Reference_data,reference_data,countries_get,ACTION,NONE,GAP,"",admin/Reference_data/countries_get
Reference_data,reference_data,currencies_get,ACTION,NONE,GAP,"",admin/Reference_data/currencies_get
Reference_data,reference_data,languages_get,ACTION,NONE,GAP,"",admin/Reference_data/languages_get
Reference_data,reference_data,customer_groups_get,ACTION,NONE,GAP,"",admin/Reference_data/customer_groups_get
Reference_data,reference_data,payment_modes_get,ACTION,NONE,GAP,"",admin/Reference_data/payment_modes_get
Reference_data,reference_data,tax_rates_get,ACTION,NONE,GAP,"",admin/Reference_data/tax_rates_get
Reference_data,reference_data,lead_sources_get,ACTION,NONE,GAP,"",admin/Reference_data/lead_sources_get
Reference_data,reference_data,lead_statuses_get,ACTION,NONE,GAP,"",admin/Reference_data/lead_statuses_get
Reference_data,reference_data,ticket_priorities_get,ACTION,NONE,GAP,"",admin/Reference_data/ticket_priorities_get
Reference_data,reference_data,ticket_statuses_get,ACTION,NONE,GAP,"",admin/Reference_data/ticket_statuses_get
Reports_api,reports_api,data_get,ACTION,NONE,GAP,"",admin/Reports_api/data_get
Reports_api,reports_api,data_post,ACTION,NONE,GAP,"",admin/Reports_api/data_post
Reports_api,reports_api,data_put,ACTION,NONE,GAP,"",admin/Reports_api/data_put
Reports_api,reports_api,data_delete,ACTION,NONE,GAP,"",admin/Reports_api/data_delete
Reports_api,reports_api,images_post,ACTION,NONE,GAP,"",admin/Reports_api/images_post
Reports_api,reports_api,images_delete,ACTION,NONE,GAP,"",admin/Reports_api/images_delete
Reports_api,reports_api,projects_get,ACTION,NONE,GAP,"",admin/Reports_api/projects_get
REST_Controller,rest_controller,response,ACTION,NONE,GAP,"",admin/REST_Controller/response
REST_Controller,rest_controller,set_response,ACTION,NONE,GAP,"",admin/REST_Controller/set_response
REST_Controller,rest_controller,get,ACTION,NONE,GAP,"",admin/REST_Controller/get
REST_Controller,rest_controller,options,ACTION,NONE,GAP,"",admin/REST_Controller/options
REST_Controller,rest_controller,head,ACTION,NONE,GAP,"",admin/REST_Controller/head
REST_Controller,rest_controller,post,ACTION,NONE,GAP,"",admin/REST_Controller/post
REST_Controller,rest_controller,put,ACTION,NONE,GAP,"",admin/REST_Controller/put
REST_Controller,rest_controller,delete,DELETE,NONE,GAP,"",admin/REST_Controller/delete
REST_Controller,rest_controller,patch,ACTION,NONE,GAP,"",admin/REST_Controller/patch
REST_Controller,rest_controller,query,ACTION,NONE,GAP,"",admin/REST_Controller/query
REST_Controller,rest_controller,validation_errors,ACTION,NONE,GAP,"",admin/REST_Controller/validation_errors
Rfq_api,rfq_api,data_get,ACTION,NONE,GAP,"",admin/Rfq_api/data_get
Staffs,staffs,data_get,ACTION,NONE,GAP,"",admin/Staffs/data_get
Staffs,staffs,data_search_get,ACTION,NONE,GAP,"",admin/Staffs/data_search_get
Staffs,staffs,data_post,ACTION,NONE,GAP,"",admin/Staffs/data_post
Staffs,staffs,data_delete,ACTION,NONE,GAP,"",admin/Staffs/data_delete
Staffs,staffs,data_put,ACTION,NONE,GAP,"",admin/Staffs/data_put
Suppliers_api,suppliers_api,data_get,ACTION,NONE,GAP,"",admin/Suppliers_api/data_get
Suppliers_api,suppliers_api,data_post,ACTION,NONE,GAP,"",admin/Suppliers_api/data_post
Suppliers_api,suppliers_api,data_put,ACTION,NONE,GAP,"",admin/Suppliers_api/data_put
Suppliers_api,suppliers_api,data_delete,ACTION,NONE,GAP,"",admin/Suppliers_api/data_delete
Suppliers_api,suppliers_api,contacts_get,ACTION,NONE,GAP,"",admin/Suppliers_api/contacts_get
Suppliers_api,suppliers_api,contacts_post,ACTION,NONE,GAP,"",admin/Suppliers_api/contacts_post
Suppliers_api,suppliers_api,contacts_put,ACTION,NONE,GAP,"",admin/Suppliers_api/contacts_put
Suppliers_api,suppliers_api,contacts_delete,ACTION,NONE,GAP,"",admin/Suppliers_api/contacts_delete
Suppliers_api,suppliers_api,quotations_get,ACTION,NONE,GAP,"",admin/Suppliers_api/quotations_get
Surveys_api,surveys_api,publish_put,ACTION,NONE,GAP,"",admin/Surveys_api/publish_put
Surveys_api,surveys_api,close_put,ACTION,NONE,GAP,"",admin/Surveys_api/close_put
Surveys_api,surveys_api,data_get,ACTION,NONE,GAP,"",admin/Surveys_api/data_get
Surveys_api,surveys_api,data_post,ACTION,NONE,GAP,"",admin/Surveys_api/data_post
Surveys_api,surveys_api,data_put,ACTION,NONE,GAP,"",admin/Surveys_api/data_put
Surveys_api,surveys_api,data_delete,ACTION,NONE,GAP,"",admin/Surveys_api/data_delete
Surveys_api,surveys_api,results_get,ACTION,NONE,GAP,"",admin/Surveys_api/results_get
Surveys_api,surveys_api,send_log_get,ACTION,NONE,GAP,"",admin/Surveys_api/send_log_get
Tags,tags,data_get,ACTION,NONE,GAP,"",admin/Tags/data_get
Tags,tags,data_search_get,ACTION,NONE,GAP,"",admin/Tags/data_search_get
Tags,tags,data_post,ACTION,NONE,GAP,"",admin/Tags/data_post
Tags,tags,data_delete,ACTION,NONE,GAP,"",admin/Tags/data_delete
Tags,tags,data_put,ACTION,NONE,GAP,"",admin/Tags/data_put
Tasks,tasks,timer_start_post,ACTION,tasks,YES,"",admin/Tasks/timer_start_post
Tasks,tasks,timer_stop_post,ACTION,tasks,YES,"",admin/Tasks/timer_stop_post
Tasks,tasks,mark_complete_put,ACTION,tasks,YES,"",admin/Tasks/mark_complete_put
Tasks,tasks,reopen_put,ACTION,tasks,YES,"",admin/Tasks/reopen_put
Tasks,tasks,data_get,ACTION,tasks,GAP,"",admin/Tasks/data_get
Tasks,tasks,data_search_get,ACTION,tasks,GAP,"",admin/Tasks/data_search_get
Tasks,tasks,data_post,ACTION,tasks,GAP,"",admin/Tasks/data_post
Tasks,tasks,assignments_get,ACTION,tasks,GAP,"",admin/Tasks/assignments_get
Tasks,tasks,assignments_post,ACTION,tasks,GAP,"",admin/Tasks/assignments_post
Tasks,tasks,assignments_delete,ACTION,tasks,GAP,"",admin/Tasks/assignments_delete
Tasks,tasks,followers_get,ACTION,tasks,GAP,"",admin/Tasks/followers_get
Tasks,tasks,followers_post,ACTION,tasks,GAP,"",admin/Tasks/followers_post
Tasks,tasks,followers_delete,ACTION,tasks,GAP,"",admin/Tasks/followers_delete
Tasks,tasks,checklist_get,ACTION,tasks,GAP,"",admin/Tasks/checklist_get
Tasks,tasks,checklist_post,ACTION,tasks,GAP,"",admin/Tasks/checklist_post
Tasks,tasks,checklist_put,ACTION,tasks,GAP,"",admin/Tasks/checklist_put
Tasks,tasks,checklist_delete,ACTION,tasks,GAP,"",admin/Tasks/checklist_delete
Tasks,tasks,checklist_item_put,ACTION,tasks,GAP,"",admin/Tasks/checklist_item_put
Tasks,tasks,checklist_item_delete,ACTION,tasks,GAP,"",admin/Tasks/checklist_item_delete
Tasks,tasks,comments_get,ACTION,tasks,GAP,"",admin/Tasks/comments_get
Tasks,tasks,comments_post,ACTION,tasks,GAP,"",admin/Tasks/comments_post
Tasks,tasks,comments_delete,ACTION,tasks,GAP,"",admin/Tasks/comments_delete
Tasks,tasks,data_delete,ACTION,tasks,GAP,"",admin/Tasks/data_delete
Tasks,tasks,data_put,ACTION,tasks,GAP,"",admin/Tasks/data_put
Technical_inquiries,technical_inquiries,data_get,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/data_get
Technical_inquiries,technical_inquiries,data_post,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/data_post
Technical_inquiries,technical_inquiries,data_put,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/data_put
Technical_inquiries,technical_inquiries,data_delete,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/data_delete
Technical_inquiries,technical_inquiries,items_get,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/items_get
Technical_inquiries,technical_inquiries,items_post,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/items_post
Technical_inquiries,technical_inquiries,items_put,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/items_put
Technical_inquiries,technical_inquiries,items_delete,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/items_delete
Technical_inquiries,technical_inquiries,specs_get,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/specs_get
Technical_inquiries,technical_inquiries,specs_post,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/specs_post
Technical_inquiries,technical_inquiries,specs_put,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/specs_put
Technical_inquiries,technical_inquiries,specs_delete,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/specs_delete
Technical_inquiries,technical_inquiries,analytics_get,ACTION,technical_inquiries,GAP,"",admin/Technical_inquiries/analytics_get
Tenders_api,tenders_api,data_get,ACTION,NONE,GAP,"",admin/Tenders_api/data_get
Tenders_api,tenders_api,data_post,ACTION,NONE,GAP,"",admin/Tenders_api/data_post
Tenders_api,tenders_api,data_put,ACTION,NONE,GAP,"",admin/Tenders_api/data_put
Tenders_api,tenders_api,data_delete,ACTION,NONE,GAP,"",admin/Tenders_api/data_delete
Tenders_api,tenders_api,status_put,ACTION,NONE,GAP,"",admin/Tenders_api/status_put
Tenders_api,tenders_api,mark_won_post,ACTION,NONE,GAP,"",admin/Tenders_api/mark_won_post
Tenders_api,tenders_api,mark_lost_post,ACTION,NONE,GAP,"",admin/Tenders_api/mark_lost_post
Tenders_api,tenders_api,boq_get,ACTION,NONE,GAP,"",admin/Tenders_api/boq_get
Tenders_api,tenders_api,boq_post,ACTION,NONE,GAP,"",admin/Tenders_api/boq_post
Tenders_api,tenders_api,documents_get,ACTION,NONE,GAP,"",admin/Tenders_api/documents_get
Tenders_api,tenders_api,documents_post,ACTION,NONE,GAP,"",admin/Tenders_api/documents_post
Tenders_api,tenders_api,requirements_get,ACTION,NONE,GAP,"",admin/Tenders_api/requirements_get
Tenders_api,tenders_api,requirements_post,ACTION,NONE,GAP,"",admin/Tenders_api/requirements_post
Tenders_api,tenders_api,risks_get,ACTION,NONE,GAP,"",admin/Tenders_api/risks_get
Tenders_api,tenders_api,risks_post,ACTION,NONE,GAP,"",admin/Tenders_api/risks_post
Tenders_api,tenders_api,analytics_get,ACTION,NONE,GAP,"",admin/Tenders_api/analytics_get
Tickets,tickets,reply_post,ACTION,tickets,YES,"",admin/Tickets/reply_post
Tickets,tickets,status_put,ACTION,tickets,GAP,"",admin/Tickets/status_put
Tickets,tickets,assign_put,ACTION,tickets,YES,"",admin/Tickets/assign_put
Tickets,tickets,priority_put,ACTION,tickets,GAP,"",admin/Tickets/priority_put
Tickets,tickets,data_get,ACTION,tickets,GAP,"",admin/Tickets/data_get
Tickets,tickets,data_search_get,ACTION,tickets,GAP,"",admin/Tickets/data_search_get
Tickets,tickets,data_post,ACTION,tickets,GAP,"",admin/Tickets/data_post
Tickets,tickets,data_delete,ACTION,tickets,GAP,"",admin/Tickets/data_delete
Tickets,tickets,data_put,ACTION,tickets,GAP,"",admin/Tickets/data_put
Timesheets_api,timesheets_api,data_get,ACTION,NONE,GAP,"",admin/Timesheets_api/data_get
Timesheets_api,timesheets_api,data_post,ACTION,NONE,GAP,"",admin/Timesheets_api/data_post
Timesheets_api,timesheets_api,data_put,ACTION,NONE,GAP,"",admin/Timesheets_api/data_put
Timesheets_api,timesheets_api,data_delete,ACTION,NONE,GAP,"",admin/Timesheets_api/data_delete
Timesheets_api,timesheets_api,start_post,ACTION,NONE,GAP,"",admin/Timesheets_api/start_post
Timesheets_api,timesheets_api,stop_post,ACTION,NONE,GAP,"",admin/Timesheets_api/stop_post
Timesheets_api,timesheets_api,summary_get,ACTION,NONE,GAP,"",admin/Timesheets_api/summary_get
Automation_manager,automation_manager,index,LIST,NONE,GAP,"",admin/Automation_manager/index
Automation_manager,automation_manager,table,LIST,NONE,GAP,"",admin/Automation_manager/table
Automation_manager,automation_manager,create,CREATE,NONE,GAP,"",admin/Automation_manager/create
Automation_manager,automation_manager,store,ACTION,NONE,GAP,"",admin/Automation_manager/store
Automation_manager,automation_manager,edit,EDIT,NONE,GAP,"",admin/Automation_manager/edit
Automation_manager,automation_manager,update,EDIT,NONE,GAP,"",admin/Automation_manager/update
Automation_manager,automation_manager,delete,DELETE,NONE,GAP,"",admin/Automation_manager/delete
Automation_manager,automation_manager,activate,ACTION,NONE,GAP,"",admin/Automation_manager/activate
Automation_manager,automation_manager,deactivate,ACTION,NONE,GAP,"",admin/Automation_manager/deactivate
Backup,backup,download,ACTION,NONE,GAP,"",admin/Backup/download
Backup,backup,index,LIST,NONE,GAP,"",admin/Backup/index
Backup,backup,make_backup_db,ACTION,NONE,GAP,"",admin/Backup/make_backup_db
Backup,backup,update_auto_backup_options,ACTION,NONE,GAP,"",admin/Backup/update_auto_backup_options
Backup,backup,delete,DELETE,NONE,GAP,"",admin/Backup/delete
Costcenters,costcenters,index,LIST,NONE,GAP,"",admin/Costcenters/index
Costcenters,costcenters,bin_records,ACTION,NONE,GAP,"",admin/Costcenters/bin_records
Costcenters,costcenters,bin_records_table,TAB,NONE,GAP,"",admin/Costcenters/bin_records_table
Costcenters,costcenters,ag_index,ACTION,NONE,GAP,"",admin/Costcenters/ag_index
Costcenters,costcenters,get_table_data,VALIDATE,NONE,GAP,"",admin/Costcenters/get_table_data
Costcenters,costcenters,ag_costcenter,ACTION,NONE,GAP,"",admin/Costcenters/ag_costcenter
Costcenters,costcenters,ag_delete,ACTION,NONE,GAP,"",admin/Costcenters/ag_delete
Costcenters,costcenters,tree_list,ACTION,NONE,GAP,"",admin/Costcenters/tree_list
Costcenters,costcenters,sections,ACTION,NONE,GAP,"",admin/Costcenters/sections
Costcenters,costcenters,table,LIST,NONE,GAP,"",admin/Costcenters/table
Costcenters,costcenters,costcenter_supoervisors,ACTION,NONE,GAP,"",admin/Costcenters/costcenter_supoervisors
Costcenters,costcenters,costcenter_members,ACTION,NONE,GAP,"",admin/Costcenters/costcenter_members
Costcenters,costcenters,expenses,ACTION,NONE,GAP,"",admin/Costcenters/expenses
Costcenters,costcenters,costcenter,ACTION,NONE,GAP,"",admin/Costcenters/costcenter
Costcenters,costcenters,view,DETAIL,NONE,GAP,"",admin/Costcenters/view
Costcenters,costcenters,mark_as,ACTION,NONE,GAP,"",admin/Costcenters/mark_as
Costcenters,costcenters,file,ACTION,NONE,GAP,"",admin/Costcenters/file
Costcenters,costcenters,update_file_data,ACTION,NONE,GAP,"",admin/Costcenters/update_file_data
Costcenters,costcenters,add_external_file,ACTION,NONE,GAP,"",admin/Costcenters/add_external_file
Costcenters,costcenters,download_all_files,ACTION,NONE,GAP,"",admin/Costcenters/download_all_files
Costcenters,costcenters,export_costcenter_data,ACTION,NONE,GAP,"",admin/Costcenters/export_costcenter_data
Costcenters,costcenters,update_task_milestone,ACTION,NONE,GAP,"",admin/Costcenters/update_task_milestone
Costcenters,costcenters,update_milestones_order,ACTION,NONE,GAP,"",admin/Costcenters/update_milestones_order
Costcenters,costcenters,pin_action,ACTION,NONE,GAP,"",admin/Costcenters/pin_action
Costcenters,costcenters,add_edit_members,ACTION,NONE,GAP,"",admin/Costcenters/add_edit_members
Costcenters,costcenters,discussions,ACTION,NONE,GAP,"",admin/Costcenters/discussions
Costcenters,costcenters,discussion,ACTION,NONE,GAP,"",admin/Costcenters/discussion
Costcenters,costcenters,get_discussion_comments,VALIDATE,NONE,GAP,"",admin/Costcenters/get_discussion_comments
Costcenters,costcenters,add_discussion_comment,ACTION,NONE,GAP,"",admin/Costcenters/add_discussion_comment
Costcenters,costcenters,update_discussion_comment,ACTION,NONE,GAP,"",admin/Costcenters/update_discussion_comment
Costcenters,costcenters,delete_discussion_comment,DELETE,NONE,GAP,"",admin/Costcenters/delete_discussion_comment
Costcenters,costcenters,delete_discussion,DELETE,NONE,GAP,"",admin/Costcenters/delete_discussion
